NIK,Jenis Pekerjaan,Jumlah Penghasilan,Jumlah Tanggungan,Kondisi Rumah,Kepemilikan Rumah,Jaringan Listrik,Sumber Air,Umur,Ranking,Status kelayakan
1234561034783521,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,504",Tidak Layak
1234561034783522,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,PDAM,<25,"0,4915",Tidak Layak
1234561034783523,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sungai ,<25,"0,5",Tidak Layak
1234561034783524,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,4835",Tidak Layak
1234561034783525,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sumur,<25,"0,4875",Tidak Layak
1234561034783526,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,PDAM,<25,"0,475",Tidak Layak
1234561034783527,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,521",Tidak Layak
1234561034783528,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,629",Tidak Layak
1234561034783529,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6165",Tidak Layak
1234561034783530,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,604",Tidak Layak
1234561034783531,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,6125",Tidak Layak
1234561034783532,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,596",Tidak Layak
1234561034783533,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,6",Tidak Layak
1234561034783534,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,PDAM,>=25 s/d <35,"0,5875",Tidak Layak
1234561034783535,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,5835",Tidak Layak
1234561034783536,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,604",Tidak Layak
1234561034783537,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,579",Tidak Layak
1234561034783538,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,5875",Tidak Layak
1234561034783539,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,5915",Tidak Layak
1234561034783540,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,579",Tidak Layak
1234561034783541,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,571",Tidak Layak
1234561034783542,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,575",Tidak Layak
1234561034783543,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,PDAM,>=25 s/d <35,"0,5625",Tidak Layak
1234561034783544,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,5585",Tidak Layak
1234561034783545,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,546",Tidak Layak
1234561034783546,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,571",Tidak Layak
1234561034783547,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,521",Tidak Layak
1234561034783548,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,5665",Tidak Layak
1234561034783549,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,554",Tidak Layak
1234561034783550,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,5625",Tidak Layak
1234561034783551,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,546",Tidak Layak
1234561034783552,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,55",Tidak Layak
1234561034783553,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,5375",Tidak Layak
1234561034783554,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,5835",Tidak Layak
1234561034783555,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,6915",Tidak Layak
1234561034783556,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,679",Tidak Layak
1234561034783557,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,6665",Tidak Layak
1234561034783558,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,675",Tidak Layak
1234561034783559,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6585",Tidak Layak
1234561034783560,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,6625",Tidak Layak
1234561034783561,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,65",Tidak Layak
1234561034783562,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,646",Tidak Layak
1234561034783563,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,6665",Tidak Layak
1234561034783564,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,6415",Tidak Layak
1234561034783565,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,65",Tidak Layak
1234561034783566,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,654",Tidak Layak
1234561034783567,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,6415",Tidak Layak
1234561034783568,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6335",Tidak Layak
1234561034783569,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,6375",Tidak Layak
1234561034783570,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,625",Tidak Layak
1234561034783571,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,621",Tidak Layak
1234561034783572,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6085",Tidak Layak
1234561034783573,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6335",Tidak Layak
1234561034783574,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,5835",Tidak Layak
1234561034783575,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,629",Tidak Layak
1234561034783576,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,6165",Tidak Layak
1234561034783577,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,625",Tidak Layak
1234561034783578,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6085",Tidak Layak
1234561034783579,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,6125",Tidak Layak
1234561034783580,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,6",Tidak Layak
1234561034783581,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,646",Tidak Layak
1234561034783582,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,Air Sungai ,>50,"0,754",Tidak Layak
1234561034783583,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,Air Sumur,>50,"0,7415",Tidak Layak
1234561034783584,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Tidak Ada,PDAM,>50,"0,729",Tidak Layak
1234561034783585,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,Air Sungai ,>50,"0,7375",Tidak Layak
1234561034783586,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sungai ,>50,"0,721",Tidak Layak
1234561034783587,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,Air Sumur,>50,"0,725",Tidak Layak
1234561034783588,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Sewa,PDAM,>50,"0,7125",Tidak Layak
1234561034783589,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,>50,"0,7085",Tidak Layak
1234561034783590,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,Air Sungai ,>50,"0,729",Tidak Layak
1234561034783591,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,704",Tidak Layak
1234561034783592,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,Air Sungai ,>50,"0,7125",Tidak Layak
1234561034783593,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,Air Sumur,>50,"0,7165",Tidak Layak
1234561034783594,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Tidak Ada,PDAM,>50,"0,704",Tidak Layak
1234561034783595,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,Air Sungai ,>50,"0,696",Tidak Layak
1234561034783596,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,Air Sumur,>50,"0,7",Tidak Layak
1234561034783597,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Sewa,PDAM,>50,"0,6875",Tidak Layak
1234561034783598,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,Air Sumur,>50,"0,6835",Tidak Layak
1234561034783599,Swasta,>=500.000 s/d 2.000.000,2,Baik,Sewa,Milik Sendiri,PDAM,>50,"0,671",Tidak Layak
1234561034783600,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,PDAM,>50,"0,696",Tidak Layak
1234561034783601,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,646",Tidak Layak
1234561034783602,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,6915",Tidak Layak
1234561034783603,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Tidak Ada,PDAM,>50,"0,679",Tidak Layak
1234561034783604,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sungai ,>50,"0,6875",Tidak Layak
1234561034783605,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,671",Tidak Layak
1234561034783606,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,Air Sumur,>50,"0,675",Tidak Layak
1234561034783607,Swasta,>=500.000 s/d 2.000.000,2,Baik,Milik Sendiri,Sewa,PDAM,>50,"0,6625",Tidak Layak
1234561034783608,Swasta,>=500.000 s/d 2.000.000,2,Baik,Numpang,Milik Sendiri,Air Sumur,>50,"0,7085",Tidak Layak
1234561034783609,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sungai ,<25,"0,6415",Tidak Layak
1234561034783610,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sumur,<25,"0,629",Tidak Layak
1234561034783611,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,PDAM,<25,"0,6165",Tidak Layak
1234561034783612,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sungai ,<25,"0,625",Tidak Layak
1234561034783613,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sungai ,<25,"0,6085",Tidak Layak
1234561034783614,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sumur,<25,"0,6125",Tidak Layak
1234561034783615,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,PDAM,<25,"0,6",Tidak Layak
1234561034783616,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,<25,"0,596",Tidak Layak
1234561034783617,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sungai ,<25,"0,6165",Tidak Layak
1234561034783618,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,5915",Tidak Layak
1234561034783619,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sungai ,<25,"0,6",Tidak Layak
1234561034783620,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sumur,<25,"0,604",Tidak Layak
1234561034783621,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,PDAM,<25,"0,5915",Tidak Layak
1234561034783622,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sungai ,<25,"0,5835",Tidak Layak
1234561034783623,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sumur,<25,"0,5875",Tidak Layak
1234561034783624,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,PDAM,<25,"0,575",Tidak Layak
1234561034783625,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sumur,<25,"0,571",Tidak Layak
1234561034783626,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,PDAM,<25,"0,5585",Tidak Layak
1234561034783627,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,PDAM,<25,"0,5835",Tidak Layak
1234561034783628,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,5335",Tidak Layak
1234561034783629,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,579",Tidak Layak
1234561034783630,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,PDAM,<25,"0,5665",Tidak Layak
1234561034783631,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sungai ,<25,"0,575",Tidak Layak
1234561034783632,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,5585",Tidak Layak
1234561034783633,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sumur,<25,"0,5625",Tidak Layak
1234561034783634,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,PDAM,<25,"0,55",Tidak Layak
1234561034783635,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,<25,"0,596",Tidak Layak
1234561034783636,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,704",Tidak Layak
1234561034783637,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6915",Tidak Layak
1234561034783638,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,679",Tidak Layak
1234561034783639,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,6875",Tidak Layak
1234561034783640,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,671",Tidak Layak
1234561034783641,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,675",Tidak Layak
1234561034783642,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,PDAM,>=25 s/d <35,"0,6625",Tidak Layak
1234561034783643,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6585",Tidak Layak
1234561034783644,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,679",Tidak Layak
1234561034783645,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,654",Tidak Layak
1234561034783646,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,6625",Tidak Layak
1234561034783647,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6665",Tidak Layak
1234561034783648,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,654",Tidak Layak
1234561034783649,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,646",Tidak Layak
1234561034783650,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,65",Tidak Layak
1234561034783651,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,PDAM,>=25 s/d <35,"0,6375",Tidak Layak
1234561034783652,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6335",Tidak Layak
1234561034783653,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,621",Tidak Layak
1234561034783654,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,646",Tidak Layak
1234561034783655,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,596",Tidak Layak
1234561034783656,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6415",Tidak Layak
1234561034783657,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,629",Tidak Layak
1234561034783658,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,6375",Tidak Layak
1234561034783659,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,621",Tidak Layak
1234561034783660,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,625",Tidak Layak
1234561034783661,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,6125",Tidak Layak
1234561034783662,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6585",Tidak Layak
1234561034783663,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7665",Tidak Layak
1234561034783664,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,754",Tidak Layak
1234561034783665,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034783666,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,75",Tidak Layak
1234561034783667,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7335",Tidak Layak
1234561034783668,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,7375",Tidak Layak
1234561034783669,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,725",Tidak Layak
1234561034783670,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,721",Tidak Layak
1234561034783671,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034783672,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034783673,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,725",Tidak Layak
1234561034783674,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,729",Tidak Layak
1234561034783675,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034783676,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034783677,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,7125",Tidak Layak
1234561034783678,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,7",Tidak Layak
1234561034783679,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,696",Tidak Layak
1234561034783680,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6835",Tidak Layak
1234561034783681,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034783682,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,6585",Tidak Layak
1234561034783683,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,704",Tidak Layak
1234561034783684,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,6915",Tidak Layak
1234561034783685,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,7",Tidak Layak
1234561034783686,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,6835",Tidak Layak
1234561034783687,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,6875",Tidak Layak
1234561034783688,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,675",Tidak Layak
1234561034783689,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,721",Tidak Layak
1234561034783690,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sungai ,>50,"0,829",Layak
1234561034783691,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,Air Sumur,>50,"0,8165",Layak
1234561034783692,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Tidak Ada,PDAM,>50,"0,804",Layak
1234561034783693,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sungai ,>50,"0,8125",Layak
1234561034783694,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sungai ,>50,"0,796",Tidak Layak
1234561034783695,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,Air Sumur,>50,"0,8",Layak
1234561034783696,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Sewa,PDAM,>50,"0,7875",Tidak Layak
1234561034783697,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,>50,"0,7835",Tidak Layak
1234561034783698,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sungai ,>50,"0,804",Layak
1234561034783699,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,779",Tidak Layak
1234561034783700,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sungai ,>50,"0,7875",Tidak Layak
1234561034783701,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sumur,>50,"0,7915",Tidak Layak
1234561034783702,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,PDAM,>50,"0,779",Tidak Layak
1234561034783703,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sungai ,>50,"0,771",Tidak Layak
1234561034783704,Swasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sumur,>50,"0,775",Tidak Layak
